Provider ID,Provider Case,Provider Name,License ID,Current License Start Date,Current License End Date,License Type,Provider Program Type,Address 1,Address 2,Provider Town,Zip Code,Phone Number,Email Address,County,AHS District,Total Licensed Capacity,Infant Licensed Capacity,Toddler Licensed Capacity,Preschool Licensed Capacity,School Age Licensed Capacity,Special Services Status,Provider Referral Status,Current STARS Level,Reported Food Program Participation,Accreditation,Accreditation Start Date,Accreditation End Date,Reported Desired Infant Capacity,Reported Desired Toddler Capacity,Reported Desired Preschool Capacity,Reported Desired School Age Capacity,Reported Infant Vacancies,Reported Toddler Vacancies,Reported Preschool Vacancies,Reported School Age Vacancies,Date Capacity and Vacancies Reported,Special Schedule,Usual Program Start,Usual Program End,Location 1,Prequalified Prekindgarten Program,Prequalified Prekindgarten Start Date,Prequalified Prekindgarten End Date
118404,94806,The Family Place Child Care ,42895,08/22/2015,08/20/2016,Licensed Provider,Licensed - Early Childhood,319 US Route 5 South,0,Norwich,05055,(802) 649-3268,sashag@the-family-place.org,Windsor,HDO,16,8,5,3,0,Yes,Active,5 Star,0,,,,10,6,0,0,10,0,0,0,11/04/2015,,8:00 AM,4:30 PM,"319 US Route 5 South
Norwich, Vermont 05055
(43.696704, -72.318608)",,,
196020,128564,Reach for the Stars,57054,10/04/2015,10/01/2016,Licensed Provider,Licensed - Early Childhood,5 Ewing Place,0,Essex,05452,(802) 879-4427,reachforthestars@myfairpoint.net,Chittenden,BDO,132,30,40,47,15,Yes,Active,4 Star,0,,,,32,20,30,33,32,0,7,1,09/18/2015,,6:30 AM,5:30 PM,"5 Ewing Place
Essex, Vermont 05452
(44.507074, -73.137952)",Prequalified PreK Program - Privately Operated,06/18/2015 12:00:00 AM,06/18/2018 12:00:00 AM
95665,51401,Freedom Rains,28340,07/12/2015,07/09/2016,Licensed Provider,Licensed - Early Childhood,553 Roosevelt Hwy,Suite 103,Colchester,05446,(802) 654-7300,freedom_rains@yahoo.com,Chittenden,BDO,60,20,10,20,10,No,Active,Not Rated,0,,,,8,20,20,10,8,1,1,0,07/21/2015,,7:00 AM,6:00 PM,"553 Roosevelt Hwy
Colchester, Vermont 05446
(44.509987, -73.179431)",,,
3794,118831,"Trombley, Judith",52378,11/29/2015,11/26/2016,Registered Home,Registered,36 Canada Street,0,Swanton,05488,(802) 393-5718,jtrombleywtrom@yahoo.com,Franklin,ADO,0,0,0,0,0,Yes,Active,1 Star,0,,,,0,3,0,2,0,0,0,0,12/30/2015,,,,"36 Canada Street
Swanton, Vermont 05488
(44.920553, -73.121643)",,,
2512,16894,"Blanchard, Maureen",14748,11/29/2015,11/26/2016,Registered Home,Registered,388 Hall Stream Road,0,Canaan,05902,(802) 266-8147,moetal6@yahoo.com,Essex,NDO,0,0,0,0,0,Yes,Active,4 Star,0,,,,2,2,2,4,2,0,0,1,12/03/2015,,6:30 AM,5:00 PM,"388 Hall Stream Road
Canaan, Vermont 05902
(45.012437, -71.500031)",,,
4211,3036,"Mason, Allison",V03-925,05/17/2015,05/14/2016,Registered Home,Registered,14 Riverside Drive,0,Milton,05468,(802) 893-2674,littlefaceschildcare@comcast.net,Chittenden,BDO,0,0,0,0,0,Yes,Active,Not Rated,0,,,,0,0,0,10,0,0,0,5,12/28/2015,,7:00 AM,5:00 PM,"14 Riverside Drive
Milton, Vermont 05468
(44.632145, -73.122059)",,,
228900,155958,"Goodwin, Michele",66435,08/09/2015,08/06/2016,Registered Home,Registered,96 Lincoln Ave.,0,St Albans,05478,(580) 704-3503,msgoodwin821@gmail.com,Franklin,ADO,0,0,0,0,0,No,Active,1 Star,0,,,,2,2,2,4,2,0,0,0,11/30/2015,,7:00 AM,5:30 PM,"96 Lincoln Ave.
St Albans, Vermont 05478
(44.806441, -73.081508)",,,
2386,1692,"Saint Michael's Early Childhood and After School P, rogram",738,07/12/2015,07/09/2016,Licensed Provider,Licensed - Early Childhood,48 Walnut  Street,Saint Michael's School,Brattleboro,05301,(802) 254-5666,jessicafyfe@smsvt.info,Windham,LDO,42,0,0,20,22,Yes,Active,4 Star,0,,,,0,0,20,0,0,0,3,0,11/13/2015,,8:15 AM,3:15 PM,"48 Walnut Street
Brattleboro, Vermont 05301
(42.856191, -72.55825)",,,
2664,1880,"Norwich Nursery School, Inc.",925,11/14/2015,11/12/2016,Licensed Provider,Licensed - Early Childhood,312 Main Street,PO Box 126,Norwich,05055,(802) 649-1804,bobbye.donohue@valley.net,Windsor,HDO,18,0,0,18,0,Yes,Active,4 Star,0,,,,0,0,20,0,0,0,0,0,11/16/2015,,8:15 AM,11:15 AM,"312 Main Street
Norwich, Vermont 05055
(43.714523, -72.308456)",Prequalified PreK Program - Privately Operated,08/14/2015 12:00:00 AM,08/14/2018 12:00:00 AM
3293,2354,"Creative Minds Children's Center, am",1421,10/18/2015,10/29/2016,Licensed Provider,Licensed - Early Childhood,4116 Route 105,0,Newport Town,05857,(802) 334-8055,bryannemarquis@gmail.com,Orleans,NDO,59,16,10,28,5,Yes,Active,5 Star,0,,,,8,16,20,5,8,2,2,0,12/02/2015,,6:00 AM,5:30 PM,"4116 Route 105
Newport Town, Vermont 05857
(44.850852, -72.263193)",Prequalified PreK Program - Privately Operated,07/01/2015 12:00:00 AM,07/01/2018 12:00:00 AM
2410,35190,"Lee, Debora",21486,06/28/2015,06/25/2016,Registered Home,Registered,51 Hazel Street,0,Rutland,05701,(802) 773-7931,babs1055101@yahoo.com,Rutland,RDO,0,0,0,0,0,No,Active,1 Star,0,,,,2,2,2,4,2,0,0,0,01/03/0001,,6:00 AM,5:30 PM,"51 Hazel Street
Rutland, Vermont 05701
(43.609783, -72.99492)",,,
2542,1803,Grace Preschool,129,12/13/2015,12/24/2016,Licensed Provider,Licensed - Early Childhood,8 Court Street,Grace Congregational Church,Rutland,05701,(802) 775-4301,gracepreschoolvt@yahoo.com,Rutland,RDO,40,0,10,30,0,Yes,Active,2 Star,0,,,,0,0,36,0,0,0,7,0,11/06/2015,,8:30 AM,12:00 PM,"8 Court Street
Rutland, Vermont 05701
(43.607568, -72.975703)",,,
3642,2602,"Stanley, Tonya",A01-0508,07/26/2015,07/23/2016,Registered Home,Registered,434 North Branch Street,0,Bennington,05201,(802) 442-9985,tw33t3y1973@yahoo.com,Bennington,TDO,0,0,0,0,0,Yes,Active,3 Star,0,,,,2,2,2,4,2,1,0,0,12/23/2015,,7:00 AM,4:00 PM,"434 North Branch Street
Bennington, Vermont 05201
(42.889641, -73.180651)",,,
3752,2673,Village Kids at Summit,1640,01/25/2015,01/24/2016,Licensed Provider,Licensed - School Age,17 Summit Street,0,Essex,05452,(802) 878-1375,asollace@ccsuvt.org,Chittenden,BDO,72,0,0,0,72,Yes,Active,2 Star,0,,,,0,0,0,59,0,0,0,0,07/10/2015,,7:30 AM,6:00 PM,"17 Summit Street
Essex, Vermont 05452
(44.493574, -73.114034)",,,
223311,151444,Westminster Early Head Start,63775,03/08/2015,03/19/2016,Licensed Provider,Licensed - Early Childhood,78 Buck Rd,0,Westminster,05158,(802) 722-4088,kfreeman@wsesu.org,Windham,LDO,8,5,3,0,0,Yes,Active,,0,,,,4,4,0,0,4,0,0,0,11/12/2015,,7:30 AM,4:30 PM,"78 Buck Rd
Westminster, Vermont 05158
(43.093909, -72.446287)",,,
45893,139628,"Koehler, Sonia",58614,12/27/2015,12/24/2016,Registered Home,Registered,265 Sloan Street,0,Newport,05855,(802) 334-2446,skoehler625@gmail.com,Orleans,NDO,0,0,0,0,0,No,Active,3 Star,0,,,,2,2,2,4,2,0,0,3,12/04/2015,,7:00 AM,4:30 PM,"265 Sloan Street
Newport, Vermont 05855
(44.948151, -72.194793)",,,
3372,35758,"Bartemy, De-Ann",21708,07/26/2015,07/23/2016,Registered Home,Registered,68 Mountain View Drive,0,Swanton,05488,(802) 370-2509,dbartemy@yahoo.com,Franklin,ADO,0,0,0,0,0,Yes,Active,3 Star,0,,,,2,2,2,4,2,1,0,2,12/30/2015,,6:00 AM,5:30 PM,"68 Mountain View Drive
Swanton, Vermont 05488
(44.855899, -73.097867)",,,
3690,2632,"Sanville, Cindy",V01-264,09/20/2015,09/17/2016,Registered Home,Registered,267 Deer Run Lane,0,Lyndon,05851,(802) 626-5122,csanville@charter.net,Caledonia,JDO,0,0,0,0,0,Yes,Active,2 Star,0,,,,2,2,2,4,2,1,1,0,12/24/2015,,7:00 AM,5:00 PM,"267 Deer Run Lane
Lyndon, Vermont 05851
(44.547657, -71.978561)",,,
75383,36336,Richmond Elementary Preschool,23466,11/15/2015,12/24/2016,Licensed Provider,Licensed - Early Childhood,120 School Street,0,Richmond,05477,(802) 434-2461,suzanne.self@cesuvt.org  ,Chittenden,BDO,45,0,0,45,0,Yes,Active,5 Star,0,,,,0,0,20,0,0,0,0,0,10/15/2015,,7:30 AM,2:30 PM,"120 School Street
Richmond, Vermont 05477
(44.412747, -72.992655)",Prequalified PreK Program - Public School,03/12/2015 12:00:00 AM,03/12/2018 12:00:00 AM
210038,140088,"Frog & Toad Child Care & Learning Center, LLC",60814,05/31/2015,05/28/2016,Licensed Provider,Licensed - Early Childhood,26 Suzie Wilson Road,Unit A,Essex,05452,(802) 871-5309,tbergeronmonkey@yahoo.com,Chittenden,BDO,50,17,10,15,8,Yes,Inactive,4 Star,0,,,,17,10,15,8,17,2,0,0,10/19/2015,,7:30 AM,5:30 PM,"26 Suzie Wilson Road
Essex, Vermont 05452
(44.506519, -73.135361)",Prequalified PreK Program - Privately Operated,05/13/2015 12:00:00 AM,05/13/2018 12:00:00 AM
2942,2088,"Kinderworks, Inc.",1186,05/17/2015,05/14/2016,Licensed Provider,Licensed - Early Childhood,21 Essex Way,0,Essex,05452,(802) 878-7331,donotreply@vermont.gov,Chittenden,BDO,42,12,10,20,0,Yes,Active,,0,,,,12,10,20,0,12,0,0,0,11/05/2015,,7:00 AM,6:00 PM,"21 Essex Way
Essex, Vermont 05452
(44.507471, -73.079003)",,,
9546,119432,"Gratton, Lisa",51839,11/01/2015,11/12/2016,Registered Home,Registered,15 McMullen Road,Unit 101,Milton,05468,(802) 497-7106,lgrattton@icloud.com,Chittenden,BDO,0,0,0,0,0,Yes,Inactive,3 Star,1,,,,2,2,2,2,2,0,0,1,07/02/2015,,5:00 AM,5:30 PM,"15 McMullen Road
Milton, Vermont 05468
(44.624983, -73.111836)",,,
189886,130582,"White, Jennifer",56854,08/09/2015,09/17/2016,Registered Home,Registered,874 Graniteville Road ,0,Barre Town,05654,(802) 224-6082,jenniferw2329@yahoo.com,Washington ,MDO,0,0,0,0,0,No,Active,1 Star,0,,,,2,2,2,4,2,0,0,1,01/08/2016,,4:30 AM,5:30 PM,"874 Graniteville Road
Barre Town, Vermont 05654
(44.141382, -72.475235)",,,
144093,92809,Champlain Valley Head Start @ Franklin Square,43255,06/28/2015,06/25/2016,Licensed Provider,Licensed - Early Childhood,1554 North Avenue,Franklin Square,Burlington,05401,(802) 540-3049,sgraves@cvoeo.org,Chittenden,BDO,18,0,0,18,0,No,Inactive,5 Star,0,,,,0,0,18,0,0,0,6,0,07/24/2015,,8:00 AM,1:00 PM,"1554 North Avenue
Burlington, Vermont 05401
(44.515621, -73.256609)",Prequalified PreK Program - Privately Operated,03/25/2015 12:00:00 AM,03/25/2018 12:00:00 AM
106155,98742,"Mattoon, Rebecca",45108,11/29/2015,11/26/2016,Registered Home,Registered,160 Densmore Road,0,Chelsea,05038,(802) 685-4301,sreamattoon@hotmail.com,Orange,HDO,0,0,0,0,0,No,Active,2 Star,0,,,,2,2,2,4,2,0,0,0,11/18/2015,,7:30 AM,5:00 PM,"160 Densmore Road
Chelsea, Vermont 05038
(43.976801, -72.414862)",,,
146979,94811,Thatcher Brook Primary School Preschool Program,42897,08/23/2015,09/03/2016,Licensed Provider,Licensed - Early Childhood,47 Stowe Street,0,Waterbury,05676,(802) 244-7195,dgoodnow@wwsu.org,Washington ,MDO,40,0,0,40,0,No,Active,5 Star,0,,,,0,0,40,0,0,0,0,0,01/03/0001,,7:30 AM,2:45 PM,"47 Stowe Street
Waterbury, Vermont 05676
(44.339579, -72.753743)",Prequalified PreK Program - Public School,03/13/2015 12:00:00 AM,03/13/2018 12:00:00 AM
3030,2149,Stratton Childcare Center II,1257,03/08/2015,03/19/2016,Licensed Provider,Licensed - Non-Recurring,5 Village Lodge Road,Stratton Mountain,Stratton,05155,(802) 297-4051,arose@intrawest.com,Windham,LDO,67,16,23,28,0,No,Active,,0,,,,16,20,30,0,16,0,0,0,10/20/2015,,8:00 AM,4:30 PM,"5 Village Lodge Road
Stratton, Vermont 05155
(43.114158, -72.905126)",,,
2985,2118,"Birge Nest, le",1229,11/29/2015,11/26/2016,Licensed Provider,Licensed - Early Childhood,130 Birge Street,0,Brattleboro,05301,(802) 254-3742,kfreeman@wsesu.org,Windham,LDO,40,16,24,0,0,Yes,Active,5 Star,0,NAEYC,08/01/2011,08/01/2016,20,20,0,0,20,0,0,0,12/08/2015,,7:30 AM,4:30 PM,"130 Birge Street
Brattleboro, Vermont 05301
(42.847993, -72.566779)",,,
84679,42101,Bluewater Early Childhood Program,24940,02/22/2015,02/21/2016,Licensed Provider,Licensed - Early Childhood,145 Pine Haven Shores Road,Suite 1175,Shelburne,05482,(802) 985-8118,sandy@bluewaterchildcare.com,Chittenden,BDO,106,40,20,46,0,Yes,Active,4 Star,0,,,,24,24,28,0,24,4,4,0,07/20/2015,,7:30 AM,5:30 PM,"145 Pine Haven Shores Road
Shelburne, Vermont 05482
(44.419456, -73.214979)",Prequalified PreK Program - Privately Operated,06/25/2015 12:00:00 AM,06/25/2018 12:00:00 AM
216975,146265,The Tapestry Program at Rutland High School,61095,06/28/2015,07/09/2016,Licensed Provider,Licensed - School Age,22 Stratton Road,0,Rutland,05701,(802) 779-7464,dhathaway@rutlandhs.k12.vt.us,Rutland,RDO,175,0,0,0,175,No,Inactive,,0,,,,0,0,0,175,0,0,0,0,01/03/0001,,,,"22 Stratton Road
Rutland, Vermont 05701
(43.617645, -72.95684)",,,
4095,2945,Little Lambs Preschool at Trinity Baptist,1736,10/04/2015,10/15/2016,Licensed Provider,Licensed - Early Childhood,300 Trinity Drive,0,Williston,05495,(802) 879-9008,cthompson@tbcvt.org,Chittenden,BDO,30,1,0,29,0,Yes,Active,Not Rated,1,,,,0,0,30,0,0,0,7,0,10/23/2015,,7:30 AM,5:00 PM,"300 Trinity Drive
Williston, Vermont 05495
(44.4674, -73.109488)",,,
222148,150497,The Dorset School After School Program,62716,12/13/2015,12/10/2016,Licensed Provider,Licensed - School Age,130 School Drive,0,Dorset,05251,(802) 362-2606,sbarausky@brsu.org,Bennington,TDO,50,0,0,0,50,No,Inactive,,0,,,,0,0,0,50,0,0,0,0,10/30/2015,,,,"130 School Drive
Dorset, Vermont 05251
(43.22192, -73.066048)",,,
2258,1614,"Morgan, Barbara",B82-37,11/29/2015,11/26/2016,Registered Home,Registered,12 Watkins Avenue,0,Rutland,05701,(802) 775-3886,nancyjingalls@comcast.net,Rutland,RDO,0,0,0,0,0,No,Active,2 Star,0,,,,4,2,2,4,4,2,0,0,01/03/0001,,6:00 AM,5:30 PM,"12 Watkins Avenue
Rutland, Vermont 05701
(43.606369, -72.995744)",,,
38431,144044,"Williams, Patrice",60916,06/14/2015,06/11/2016,Registered Home,Registered,261 Falls Road,0,Shelburne,05482,(802) 825-8958,hipmama5@live.com,Chittenden,BDO,0,0,0,0,0,Yes,Active,2 Star,0,,,,2,2,2,4,2,2,2,0,09/11/2015,,7:45 AM,5:15 PM,"261 Falls Road
Shelburne, Vermont 05482
(44.377022, -73.226313)",,,
3250,2320,"Sexton, Laura",V99-097,04/05/2015,04/02/2016,Registered Home,Registered,21 Bay Road,0,Colchester,05446,(802) 878-2311,augustscott@comcast.net,Chittenden,BDO,0,0,0,0,0,No,Active,2 Star,0,,,,2,2,2,4,2,0,0,0,11/02/2015,,7:30 AM,5:00 PM,"21 Bay Road
Colchester, Vermont 05446
(44.554737, -73.190471)",,,
3831,128024,"Bevins, Nicole",55775,08/09/2015,08/06/2016,Registered Home,Registered,3 Ceres Circle,0,St Albans,05478,(802) 752-5382,tnbevins5@comcast.net,Franklin,ADO,0,0,0,0,0,No,Active,2 Star,0,,,,2,2,2,4,2,0,0,0,12/29/2015,,6:00 AM,4:30 AM,"3 Ceres Circle
St Albans, Vermont 05478
(44.86109, -73.074777)",,,
2963,2104,"Nelson, Christina",V96-370,09/06/2015,09/03/2016,Registered Home,Registered,1866 VT Route 105 East,0,Troy,05859,(802) 238-3962,mvdckids@wildblue.net,Orleans,NDO,0,0,0,0,0,Yes,Active,5 Star,0,,,,2,2,2,4,2,0,0,2,12/03/2015,,5:00 AM,5:00 PM,"1866 VT Route 105 East
Troy, Vermont 05859
(44.972644, -72.457395)",Prequalified PreK Program - Privately Operated,03/12/2015 12:00:00 AM,03/12/2018 12:00:00 AM
79898,38972,"Hathorn, Shelia",23225,11/01/2015,11/12/2016,Registered Home,Registered,822 Fairview Terrace,0,Hartford,05001,(802) 295-9676,sheliahathorn@comcast.net,Windsor,HDO,0,0,0,0,0,No,Active,3 Star,0,,,,2,2,2,4,2,0,0,0,12/01/2015,,7:00 AM,5:30 PM,"822 Fairview Terrace
Hartford, Vermont 05001
(43.646968, -72.330611)",,,
45343,20144,The Winston L. Prouty Center For Child Development,18659,11/29/2015,11/26/2016,Licensed Provider,Licensed - Early Childhood,20 Winston Prouty Way,0,Brattleboro,05301,(802) 257-7852,angela@winstonprouty.org,Windham,LDO,68,15,20,33,0,Yes,Active,5 Star,0,NAEYC,08/01/2013,08/01/2018,0,18,32,0,0,0,0,0,12/10/2015,,7:30 AM,5:30 PM,"20 Winston Prouty Way
Brattleboro, Vermont 05301
(42.848709, -72.583702)",Prequalified PreK Program - Privately Operated,03/23/2015 12:00:00 AM,03/23/2018 12:00:00 AM
221949,150364,The Mettawee Community School After School Program,62717,12/13/2015,12/10/2016,Licensed Provider,Licensed - School Age,5788 Vt. RT. 153,0,Pawlet,05775,(802) 645-9009,kperkins@brsu.org,Rutland,RDO,50,0,0,0,50,Yes,Active,,0,,,,0,0,0,40,0,0,0,20,11/16/2015,,2:30 PM,5:30 PM,"5788 Vt. RT. 153
Pawlet, Vermont 05775
(43.384395, -73.225815)",,,
2867,2029,"Spittle, Kimberly",K95-483,07/12/2015,07/09/2016,Registered Home,Registered,192 Franklin Street,0,Winooski,05404,(802) 999-3262,kimspittlesdaycare@gmail.com,Chittenden,BDO,0,0,0,0,0,No,Active,1 Star,0,,,,2,3,1,0,2,1,0,0,09/22/2015,,7:30 AM,5:15 PM,"192 Franklin Street
Winooski, Vermont 05404
(44.498695, -73.178444)",,,
139185,89519,"Stiles, Jennifer",40617,11/29/2015,12/24/2016,Registered Home,Registered,26 West Street,0,Fair Haven,05743,(802) 265-4071,jennastiles@yahoo.com,Rutland,RDO,0,0,0,0,0,Yes,Active,3 Star,0,,,,2,2,2,4,2,0,0,0,11/25/2015,,7:30 AM,3:30 PM,"26 West Street
Fair Haven, Vermont 05743
(43.595094, -73.271222)",,,
2913,2065,"Routhier, Denise",R96-012,01/25/2015,02/06/2016,Registered Home,Registered,30 Sunset Road,0,Barre Town,05641,(802) 476-4993,denise.routhier30@gmail.com,Washington ,MDO,0,0,0,0,0,No,Active,Not Rated,0,,,,0,2,4,4,0,0,0,0,07/06/2015,,7:00 AM,5:00 PM,"30 Sunset Road
Barre Town, Vermont 05641
(44.220308, -72.469536)",,,
215989,145450,Honeycomb Kids,61662,08/09/2015,08/20/2016,Licensed Provider,Licensed - Family Child Care,134 Lily Pond Circle,0,Richmond,05477,(802) 324-4491,ellenbkraft@gmail.com,Chittenden,BDO,12,0,2,6,4,No,Inactive,3 Star,0,,,,0,2,6,4,0,1,1,0,07/29/2015,,7:45 AM,5:30 PM,"134 Lily Pond Circle
Richmond, Vermont 05477
(44.395202, -72.946834)",Prequalified PreK Program - Privately Operated,08/14/2015 12:00:00 AM,08/14/2018 12:00:00 AM
2698,1907,"Fortin, Laurie",A92-525,08/23/2015,08/20/2016,Registered Home,Registered,572 Rice Hill Road,0,Sheldon,05485,(802) 285-6514,lfortin48@gmail.com,Franklin,ADO,0,0,0,0,0,No,Active,2 Star,0,,,,2,2,2,4,2,1,0,0,02/27/2015,,6:00 AM,5:00 PM,"572 Rice Hill Road
Sheldon, Vermont 05485
(44.921824, -72.952863)",,,
173523,112756,Valley Cooperative Preschool Inc,51160,08/22/2015,08/20/2016,Licensed Provider,Licensed - Early Childhood,487 Lower Plain,Rt 5,Bradford,05033,(802) 222-9208,vcps30@gmail.com,Orange,HDO,15,0,0,15,0,Yes,Active,5 Star,0,,,,0,0,24,0,0,0,3,0,11/07/2015,,8:00 AM,11:30 AM,"487 Lower Plain
Bradford, Vermont 05033
(43.986291, -72.122819)",Prequalified PreK Program - Privately Operated,07/31/2015 12:00:00 AM,07/31/2018 12:00:00 AM
4549,149532,"Adams, Elizabeth",61194,07/12/2015,07/09/2016,Registered Home,Registered,56 Kevadus Circle,0,Chester,05143,(802) 875-5778,littleexplorers05143@gmail.com,Windsor,SDO,0,0,0,0,0,No,Active,3 Star,0,,,,0,2,2,4,0,2,1,2,11/09/2015,,7:30 AM,4:30 AM,"56 Kevadus Circle
Chester, Vermont 05143
(43.256393, -72.585844)",,,
26146,168983,"Stearns, Michael",66698,08/09/2015,08/20/2016,Registered Home,Registered,1776 Town Line Road,0,Addison,05491,(802) 759-3338,1horselove@gmail.com,Addison,YDO,0,0,0,0,0,Yes,Inactive,1 Star,0,,,,0,0,0,10,0,0,0,10,10/05/2015,,3:00 PM,5:30 PM,"1776 Town Line Road
Addison, Vermont 05491
(44.027713, -73.329391)",,,
2608,1842,"Sister Imelda Caissie Early Ed Center/Exten, sion Program",735,12/13/2015,12/10/2016,Licensed Provider,Licensed - Early Childhood,5 St. Peter Street,0,Winooski,05404,(802) 655-2600,finance_stfrancis@yahoo.com,Chittenden,BDO,40,0,0,40,0,Yes,Active,,0,,,,0,0,16,17,0,0,0,0,06/09/2015,,7:30 AM,5:30 PM,"5 St. Peter Street
Winooski, Vermont 05404
(44.496207, -73.188433)",,,
4135,2976,Care-A-Lot Preschool & Child Care Center,1745,08/09/2015,08/20/2016,Licensed Provider,Licensed - Early Childhood,10 Lincoln Avenue,0,Rutland,05701,(802) 775-2881,lm2424@aol.com,Rutland,RDO,35,0,0,35,0,Yes,Active,,0,,,,0,0,35,0,0,0,0,0,10/27/2015,,7:45 AM,5:15 PM,"10 Lincoln Avenue
Rutland, Vermont 05701
(43.609007, -72.975607)",,,
2901,2056,"Elwell, Sally",A95-846,12/27/2015,12/24/2016,Registered Home,Registered,203 Maple Street,0,Bennington,05201,(802) 447-7197,sallyelwell@hotmail.com,Bennington,TDO,0,0,0,0,0,Yes,Active,,0,,,,2,2,2,4,2,2,1,0,12/23/2015,,8:00 AM,4:00 PM,"203 Maple Street
Bennington, Vermont 05201
(42.881812, -73.191288)",,,
194883,127745,"McGregor, Cynthia",58094,11/15/2015,11/26/2016,Registered Home,Registered,246 Shady Lane,0,Colchester,05446,(802) 863-2266,mimisdaycare@comcast.net,Chittenden,BDO,0,0,0,0,0,No,Inactive,1 Star,0,,,,2,2,2,4,2,2,1,2,09/22/2015,,6:00 AM,5:30 PM,"246 Shady Lane
Colchester, Vermont 05446
(44.546108, -73.258287)",,,
231604,158962,"Thomas, Shantel",65075,05/17/2015,05/14/2016,Registered Home,Registered,55 Maple Ridge ,0,Fairfield,05455,(802) 309-8093,shantelthomas16@gmail.com,Franklin,ADO,0,0,0,0,0,No,Inactive,,0,,,,2,2,2,4,2,0,0,0,12/30/2015,,,,"55 Maple Ridge
Fairfield, Vermont 05455
(44.779793, -72.942071)",,,
73802,35438,Brewster Pierce Memorial School,22221,07/26/2015,09/03/2016,Licensed Provider,Licensed - Early Childhood,120 School Street,0,Huntington,05462,(802) 434-2074,jean.bressor@cesuvt.org,Chittenden,BDO,20,0,0,20,0,Yes,Active,5 Star,0,,,,0,0,20,0,0,0,0,0,10/15/2015,,7:30 AM,3:00 PM,"120 School Street
Huntington, Vermont 05462
(44.296211, -72.963425)",Prequalified PreK Program - Public School,03/12/2015 12:00:00 AM,03/12/2018 12:00:00 AM
4493,3274,"Green Mountain Childrens Center, Hartford After School Program, hool Program",1823,12/12/2015,12/10/2016,Licensed Provider,Licensed - School Age,2300 Christian Street,0,Hartford,05088,(802) 296-2296,tricia.kirshneur@gmccvt.org,Windsor,HDO,36,0,0,0,36,Yes,Active,5 Star,0,,,,0,0,0,30,0,0,8,0,11/04/2015,,7:30 AM,5:45 PM,"2300 Christian Street
Hartford, Vermont 05088
(43.687402, -72.320812)",,,
3713,2646,Y School Age Program at Georgia,1627,11/15/2015,10/15/2016,Licensed Provider,Licensed - School Age,4416 Ethan Allen Hwy,Georgia Elementary School,Georgia,05468,(802) 652-8163,ggowen@gbymca.org,Franklin,ADO,50,0,0,0,50,Yes,Active,4 Star,0,,,,0,0,0,50,0,0,0,5,01/03/0001,,2:00 PM,6:00 PM,"4416 Ethan Allen Hwy
Georgia, Vermont 05468
(44.73496, -73.116101)",,,
62783,29568,Leicester Central School,19591,11/01/2015,10/29/2016,Licensed Provider,Licensed - Early Childhood,68 Schoolhouse Road,0,Leicester,05733,(802) 247-8825,cnoonan@rnesu.org,Addison,YDO,11,0,0,11,0,No,Inactive,4 Star,1,,,,0,0,9,0,0,0,7,0,10/12/2015,,8:00 AM,11:45 AM,"68 Schoolhouse Road
Leicester, Vermont 05733
(43.86675, -73.108798)",Prequalified PreK Program - Public School,05/12/2015 12:00:00 AM,05/12/2018 12:00:00 AM
3971,106717,"McDonald, Mary",46984,06/14/2015,06/11/2016,Registered Home,Registered,75 Edgerton Street,0,Rutland,05701,(802) 353-8091,mperfectone@aol.com,Rutland,RDO,0,0,0,0,0,No,Active,2 Star,0,,,,0,3,3,4,0,2,2,2,11/06/2015,,7:00 AM,11:30 PM,"75 Edgerton Street
Rutland, Vermont 05701
(43.611288, -72.965486)",,,
229248,156362,"Saxon Hill School, Inc.",66475,08/23/2015,08/20/2016,Licensed Provider,Licensed - Early Childhood,10 River Road,Underhill ID School,Jericho,05465,(802) 899-3832,saxonhilltreasurer@gmail.com,Chittenden,BDO,34,0,0,17,17,Yes,Inactive,5 Star,1,NAEYC,01/01/2013,01/01/2018,0,0,17,17,0,0,3,0,09/01/2015,,8:30 AM,4:00 PM,"10 River Road
Jericho, Vermont 05465
(44.518714, -72.946936)",Prequalified PreK Program - Privately Operated,09/13/2015 12:00:00 AM,09/13/2018 12:00:00 AM
159678,104003,Little One's University Inc,45536,03/08/2015,03/05/2016,Licensed Provider,Licensed - Early Childhood,104 Old Colchester Road,0,Essex,05452,(802) 872-7444,littleonesuniversity@gmail.com,Chittenden,BDO,80,24,19,30,7,Yes,Active,3 Star,0,,,,24,10,20,0,24,0,0,0,09/21/2015,,6:30 AM,5:30 PM,"104 Old Colchester Road
Essex, Vermont 05452
(44.508702, -73.116267)",Prequalified PreK Program - Privately Operated,05/13/2015 12:00:00 AM,05/13/2018 12:00:00 AM
244173,171371,Franklin Central Supervisory Union @ St Albans Town School,66954,09/06/2015,09/03/2016,Licensed Provider,Licensed - Early Childhood,169 South Main Street,0,St Albans,05478,(802) 527-7191,krouleau@fcsuvt.org,Franklin,ADO,15,0,0,15,0,No,Inactive,,1,,,,0,0,15,0,0,0,0,0,01/03/0001,,,,"169 South Main Street
St Albans, Vermont 05478
(44.802396, -73.088181)",,,
